random_hill_climb,simulated_annealing,gradient_descent,genetic_alg
0.9195044607877072,0.9194964775848666,-0.9195076575729338,2.0080279777510928
0.9194999225729227,0.9195059419649576,-2.954601586970062,2.0080279777510928
0.9194999225729227,0.9195082510614103,-1.981283694196183,1.9294506264902551
0.9194977644039098,0.9195052745368693,-13.757758043673848,1.9294506264902551
0.9194799277883265,0.9195142688177602,-0.6931471805599454,1.5919756025318796
0.9194727974375492,0.9195142256675866,-13.864162485913369,1.5724856220051522
0.9194727974375492,0.919519265632003,-15.500715022899291,1.5724856220051522
0.9193699653763927,0.9195230823067121,-15.500715022899291,1.304698523262153
0.9193588104556912,0.9195155287018298,-15.500715022899291,1.304698523262153
0.9193510210350984,0.919506061456355,-15.500715022899291,1.2978732476403696
0.9193229400358617,0.9195004671803344,-15.500715022899291,1.234278518830833
0.9193229400358617,0.919405965093055,-15.500715022899291,1.234278518830833
0.9193229400358617,0.9194794941670988,-15.500715022899291,1.1896477042199338
0.9193229400358617,0.9195013988244446,-15.500715022899291,1.1896477042199338
0.9193229400358617,0.9194885892774928,-15.500715022899291,1.1896477042199338
0.9193229400358617,0.919487177944151,-15.500715022899291,1.009809532547423
0.9193229400358617,0.9194830348354497,-15.500715022899291,1.009809532547423
0.9193229400358617,0.9194982709732887,-15.500715022899291,1.009809532547423
0.9193229400358617,0.9195651005696182,-15.500715022899291,1.009809532547423
0.9193229400358617,0.9195762751336635,-15.500715022899291,1.009809532547423
0.919302370239547,0.919573867305885,-15.500715022899291,1.0057615255947936
0.919302370239547,0.9195672636621026,-15.500715022899291,1.0057615255947936
0.9191545928666651,0.9195745709768962,-15.500715022899291,1.0057615255947936
0.919151748106699,0.9195715311870657,-15.500715022899291,1.0057615255947936
0.9191436125346172,0.9195685979834046,-15.500715022899291,1.0057615255947936
0.9191436125346172,0.9195689204770979,-15.500715022899291,0.9951675161027538
0.9191436125346172,0.9195811569953715,-15.500715022899291,0.9951675161027538
0.9191436125346172,0.9195478635853753,-15.500715022899291,0.9746759176469726
0.919142280786053,0.9196065104435499,-15.500715022899291,0.9746759176469726
0.919142280786053,0.9195977560144805,-15.500715022899291,0.8744329661959356
0.9191413726568171,0.919597300621674,-15.500715022899291,0.8744329661959356
0.9191413726568171,0.9195908760004413,-15.500715022899291,0.847701753039557
0.9191413726568171,0.9195736645282622,-15.500715022899291,0.847701753039557
0.9191413726568171,0.9196116713876344,-15.500715022899291,0.847701753039557
0.9191413726568171,0.9195913182333973,-15.500715022899291,0.847701753039557
0.9191413726568171,0.9195509240104118,-15.500715022899291,0.8104842372951616
0.9191413726568171,0.9195887851620125,-15.500715022899291,0.8104842372951616
0.9191413726568171,0.9195956377491789,-15.500715022899291,0.8104842372951616
0.9191345557877012,0.9195928869564541,-15.500715022899291,0.7917056568060659
0.919127539028483,0.9195897006755452,-15.500715022899291,0.7917056568060659
0.9191230698998876,0.919615033732508,-15.500715022899291,0.7531653660864462
0.9191038315312998,0.9196148297741065,-15.500715022899291,0.7531653660864462
0.919090057847507,0.9196164961809711,-15.500715022899291,0.7531653660864462
0.9190011135675226,0.9196194199588875,-15.500715022899291,0.7531653660864462
0.9190011135675226,0.919643148089107,-15.500715022899291,0.7531653660864462
0.9190011135675226,0.9196341068553563,-15.500715022899291,0.7531653660864462
0.9190011135675226,0.9196333374300814,-15.500715022899291,0.7439144597023573
0.9189920875805192,0.9196265115527229,-15.500715022899291,0.7439144597023573
0.9189920875805192,0.91962941955731,-15.500715022899291,0.7439144597023573
0.9189920875805192,0.9196206533102754,-15.500715022899291,0.7265722476669462
